NAPS_ID,City,P_T,Location,Latitude,Longitude,Elevation,Classification,ID,Minimum,10th_Percentile,30th_Percentile,50th_Percentile,70th_Percentile,80th_Percentile,90th_Percentile,95th_Percentile,98th_Percentile,99th_Percentile,99.9th_Percentile,Maximum,Percent_Completeness,January,February,March,April,May,June,July,August,September,October,November,December,Mean,Standard_Deviation,Year
70501,Thompson,MB,48 Thompson Drive N,55.74719,-97.87353,205,"PS,SU,P3,R",DMean,0,7,15,22,32,34,38,41,43,45,47,47,97.534246575,32,34,40,37,33,24,20,17,6,9,15,12,22.81,11.845960965,2019
80111,Regina,SK,1621 Albert St.,50.4527,-104.616,585,"PE,LU,P4,R",DMean,6,16,20,25,30,33,37,40,43,45,46,46,97.808219178,22,25,34,32,34,33,27,23,20,19,18,20,25.63,8.022524442,2019
80211,Saskatoon,SK,511 1st Avenue North,52.13613,-106.66293,483,"PE,LU,P4,R",DMean,7,15,21,24,29,31,35,37,40,41,48,48,98.082191781,22,23,32,31,32,29,27,23,20,19,20,19,24.79,7.302855485,2019
80402,Prince Albert,SK,63 - 12th Street East,53.201694,-105.75203,436,"PE,MU,P3,R",DMean,8,15,20,25,29,32,35,39,42,43,51,51,96.164383562,24,26,33,33,32,29,23,19,18,18,21,18,24.74,7.86932984,2019
80502,Estevan,SK,528 1a Street,49.13235,-102.98499,563,"PS,SU,P3,R",DMean,10,16,21,25,30,33,36,39,42,45,47,47,99.726027397,25,31,35,33,32,32,28,23,18,19,19,20,26.08,7.718345115,2019
81001,Swift Current,SK,1200 Begg St. W,50.285833,-107.81689,753,"PE,SU,P3,R",DMean,9,19,23,27,30,33,36,39,42,44,50,50,98.356164384,24,27,32,33,33,32,28,27,25,21,20,22,26.99,6.86535254,2019
82001,Pinehouse Lake,SK,Remote Station,55.50333,-106.72167,510,"RB,NU,P1,F",DMean,11,19,23,29,34,36,40,42,45,46,54,54,98.904109589,31,33,41,37,35,29,24,21,20,22,27,26,28.81,8.14035036,2019
82002,Buffalo Narrows,SK,Buffalo Narrows Forest Protection Base,55.834566,-108.403332,425,"RB,SU,P2,C",DMean,14,20,25,30,36,40,45,49,53,54,60,60,98.082191781,36,38,49,42,36,29,26,22,21,24,28,26,31.42,9.751408041,2019
82101,Flat Valley,SK,Flat Valley,54.29489,-109.20947,506,"RB,NU,P2,A",DMean,11,19,23,29,34,36,40,42,45,46,54,54,98.904109589,31,33,41,37,35,29,24,21,20,22,27,26,28.79,8.149682502,2019
90120,Edmonton,AB,6240 113 Street,53.50022,-113.526056,681,"PE,LU,P4,R",DMean,3,12,18,23,28,33,39,41,45,48,49,49,98.082191781,21,21,30,36,38,30,24,21,18,19,15,13,23.88,9.886490242,2019
90121,Edmonton,AB,17 Street & 105 Avenue,53.54823,-113.36811,670,"PS,LU,P3,I",DMean,3,11,18,22,28,33,37,40,44,45,47,47,98.904109589,20,21,30,36,36,28,23,20,18,20,16,14,23.48,9.475389924,2019
90130,Edmonton,AB,10255 - 104th Street,53.54445,-113.49884,663,"PE,LU,P5,R",DMean,2,10,16,20,27,31,37,40,43,46,49,49,98.082191781,17,17,29,36,36,28,23,19,16,17,14,12,22.01,9.914548096,2019
90133,Edmonton,AB,,53.564411,-113.562583,670,"PE,LU,P4,P",DMean,3,11,17,21,27,31,35,38,41,43,46,46,98.630136986,18,20,29,35,33,26,23,19,16,18,14,12,22.15,9.182288217,2019
90134,Sherwood Park,AB,Ottwell House Park,53.532092,-113.320983,709,"T,LU,P3,R",DMean,3,15,19,24,29,32,38,41,45,48,56,56,96.712328767,22,21,29,34,39,29,25,21,19,22,19,18,24.89,8.985262322,2019
90135,Ardrossan,AB,,53.554691,-113.144905,707,"PE,SU,P2,R",DMean,3,16,21,25,30,33,38,41,43,45,50,50,97.534246575,25,24,34,35,36,29,25,20,19,21,20,21,25.8,8.440518036,2019
90136,St. Albert,AB,37 Sunset Blvd,53.626908,-113.611883,681,"PE,MU,P4,R",DMean,2,11,19,23,29,33,38,41,45,47,48,48,99.452054795,22,20,32,36,37,30,23,20,18,20,17,14,24.08,9.881016459,2019
90229,Calgary,AB,4700 110 Avenue Se,50.955122,-113.969742,1032,"PE,LU,P3,I",DMean,2,11,19,24,30,32,35,38,40,42,47,47,98.356164384,13,19,27,32,34,33,29,25,23,22,16,14,23.83,9.044797257,2019
90230,Calgary,AB,2425 9th Ave Se,51.0309,-114.0091,1038,"PE,LU,P4,P",DMean,2,10,18,22,28,31,33,36,39,41,42,42,99.452054795,12,18,25,31,32,30,26,23,21,19,15,13,22.34,8.850325041,2019
90235,Calgary,AB,3303 - 33 Street Nw,51.082655,-114.138827,1100,"PE,LU,P4,R",DMean,3,16,22,26,31,33,36,39,41,44,45,45,98.904109589,20,23,31,36,33,31,28,26,24,24,21,20,26.47,7.987078264,2019
90250,Airdrie,AB,Chinook Winds Park,51.268078,-114.037794,1090,"PE,MU,P4,P",DMean,6,19,23,28,33,36,39,41,43,45,47,47,96.438356164,25,26,35,37,34,32,27,23,24,27,25,24,28.2,8.042251193,2019
90302,Red Deer,AB,73 Street & Riverside Drive,52.29867,-113.79352,858,"PE,MU,P3,R",DMean,1,11,19,23,28,32,36,38,41,42,46,46,98.904109589,17,21,27,34,36,29,24,22,21,22,15,12,23.3,9.211432183,2019
90304,Red Deer,AB,11 Lancaster Drive,52.24095,-113.765439,907,"T,MU,P4,R",DMean,7,15,21,25,29,32,35,37,39,40,43,43,97.808219178,21,25,30,33,33,29,26,23,22,22,17,16,24.69,7.589942372,2019
90402,Medicine Hat,AB,12th St Nw & Division Ave.,50.04893,-110.68116,709,"PE,MU,P3,R",DMean,6,19,25,30,35,37,41,43,45,49,51,51,95.616438356,23,28,33,39,38,35,35,31,25,24,22,25,29.83,8.2572777,2019
90502,Lethbridge,AB,,49.71621,-112.8006,918,"PE,MU,P3,I",DMean,10,20,26,29,34,36,39,42,45,45,51,51,96.98630137,26,26,33,38,35,35,31,27,25,27,26,26,29.44,7.386609641,2019
90601,Fort Saskatchewan,AB,9209a-96 Ave,53.69874,-113.22285,628,"T,SU,P3,R",DMean,2,12,20,24,29,32,37,40,44,45,47,47,100,21,22,33,35,36,28,24,22,20,20,18,15,24.34,9.215909891,2019
90607,Gibbons,AB,Behind 4807 50 Ave,53.827241,-113.327174,673,"PE,SU,P2,R",DMean,3,14,21,25,30,34,39,42,45,47,53,53,100,25,25,38,36,35,28,23,20,18,21,20,18,25.72,9.397475857,2019
90608,Redwater,AB,4704-49 Ave,53.95183,-113.105857,627,"PE,SU,P2,R",DMean,3,15,21,26,32,37,42,45,48,48,55,55,99.178082192,28,27,41,40,38,29,24,21,19,20,20,19,27.16,9.963059204,2019
90609,Bruderheim,AB,5321 48 Street,53.805629,-112.925851,630,"PE,SU,P2,O",DMean,2,15,23,27,32,35,40,43,47,51,54,54,98.356164384,23,24,34,39,40,32,29,22,18,24,22,21,27.39,9.344028156,2019
90701,Fort Mcmurray,AB,Franklin Avenue,56.73341,-111.39047,260,"PE,MU,P3,W",DMean,4,12,18,23,29,32,34,39,41,43,46,46,100,20,21,30,33,35,28,25,20,18,19,20,13,23.48,8.648249002,2019
90702,Fort Mcmurray,AB,Timberlea Subdivision,56.75139,-111.47662,355,"PE,MU,P3,R",DMean,6,16,21,26,33,36,40,43,48,48,50,50,100,26,27,39,38,38,28,27,22,21,21,22,18,27.29,9.336763079,2019
90801,Fort Mackay,AB,Main Street,57.18941,-111.6405,268,"RB,NU,P2,F",DMean,2,8,14,18,23,25,29,31,34,36,39,39,100,15,18,26,26,26,21,19,14,14,16,17,9,18.27,7.85379941,2019
90805,Fort Mackay,AB,Buffalo Viewpoint,56.99647,-111.59295,336,"PS,NU,P1,I",DMean,3,15,20,26,31,33,39,43,47,48,52,52,99.452054795,23,25,38,36,35,27,25,20,20,22,24,18,26.14,9.421070714,2019
90806,Fort Mackay,AB,,57.1492,-111.6424,342,"PS,NU,P1,F",DMean,2,9,15,20,25,27,32,35,37,42,46,46,98.904109589,16,19,28,29,29,22,21,17,15,17,18,10,20.05,8.589933789,2019
90807,Wapasu,AB,Located Oustide Approval Boundaries At Pti Camp,57.26176,-111.037,429,"RB,NU,P1,F",DMean,8,17,22,28,33,36,40,43,45,48,52,52,98.904109589,30,32,39,36,36,27,27,19,20,22,25,24,28.15,8.690213389,2019
90808,Conklin,AB,1-33-076-08 W4,55.621408,-111.17269,673,"RB,NU,P1,I",DMean,14,21,27,31,36,40,45,48,52,54,59,59,98.904109589,31,34,45,42,43,31,29,24,22,25,27,28,31.78,9.020386042,2019
91101,Elk Island,AB,National Park,53.68238,-112.86812,714,"RB,NU,P1,W",DMean,5,18,23,27,33,38,42,46,49,52,54,54,99.452054795,28,31,40,40,42,29,25,21,20,23,23,23,28.66,9.4444551,2019
91301,Tomahawk,AB,Se 2 51 6 W5,53.37255,-114.76835,789,"RB,NU,P1,A",DMean,8,15,22,27,32,37,43,46,49,52,57,57,98.082191781,26,28,41,40,39,30,24,21,20,25,21,20,27.92,10.024214399,2019
91401,Violet Grove,AB,Se 17 48 08 W5,53.14222,-115.13806,1000,"RB,NU,P1,A",DMean,9,17,23,28,33,37,42,46,49,52,58,58,96.712328767,28,29,42,40,38,28,25,19,20,27,24,24,28.67,9.547714871,2019
91501,Beaverlodge,AB,Beaverlodge Research Farm,55.19634,-119.39682,762,"RB,SU,P2,A",DMean,2,16,22,26,33,37,42,45,47,49,51,51,99.452054795,26,27,40,40,38,26,23,20,20,22,24,24,27.52,9.919079907,2019
91601,Carrot Creek,AB,Se 31 53 13 W5,53.621062,-115.869155,800,"RB,NU,P1,A",DMean,5,15,21,26,31,34,40,42,44,46,46,46,96.98630137,26,24,35,38,34,26,23,20,21,24,23,21,26.35,8.796531926,2019
91701,Steeper,AB,Ne 12 48 22 W5,53.1325,-117.09111,1400,"RB,NU,P1,F",DMean,11,22,29,35,40,44,47,50,53,57,58,58,96.438356164,33,35,45,47,41,31,28,23,24,33,35,38,34.42,10.07876938,2019
91801,Fort Chipewyan,AB,Fort Chipewyan,58.70879,-111.17683,238,"RB,NU,P1,W",DMean,10,19,25,30,35,37,41,44,46,48,49,49,98.904109589,34,33,42,37,37,29,29,22,20,22,28,25,29.85,8.342560638,2019
91901,Caroline,AB,16-30-034-5 W5,51.94687,-114.69744,1140,"RB,NU,P1,A",DMean,10,21,26,31,36,38,43,45,49,50,57,57,99.452054795,28,30,40,41,39,32,28,24,24,28,27,29,30.98,8.616351635,2019
92001,Grande Prairie,AB,10327 - 107 Avenue,55.1766,-118.8078,658,"PE,MU,P3,W",DMean,1,8,16,22,27,31,36,39,42,45,49,49,99.726027397,19,15,26,35,35,26,23,19,18,17,16,13,21.8,9.918285006,2019
92201,Lamont,AB,Rge Rd 203 & Twp Rd 550,53.76036,-112.88017,767,"RB,NU,P1,A",DMean,6,19,24,28,33,38,42,46,49,52,60,60,99.452054795,29,30,41,39,40,30,26,22,22,24,23,24,29.3,8.941905975,2019
92601,Bretton,AB,Hwy 20,53.0903,-114.46061,900,"RB,NU,P2,A",DMean,7,18,22,26,32,36,40,43,46,50,56,56,98.082191781,29,28,40,38,36,28,24,21,19,26,22,25,27.95,8.749791116,2019
92801,Drayton Valley,AB,48 Ave,53.220024,-114.984207,858,"PE,SU,P2,R",DMean,7,14,20,24,28,32,37,41,43,45,46,46,70.95890411,,,,35,37,28,25,21,20,24,18,17,,,2019
92901,Edson,AB,7 Ave,53.593771,-116.395822,894,"PE,SU,P2,I",DMean,2,10,17,23,29,32,37,41,44,46,49,49,97.534246575,21,23,33,36,36,25,21,18,18,20,17,12,23.29,10.055980609,2019
93101,Genesee,AB,Range Road 15,53.3016,-114.2211,772,"RB,NU,P1,A",DMean,6,15,18,21,26,30,34,37,40,44,51,51,98.082191781,24,24,31,32,31,20,18,20,18,19,18,22,22.99,7.76524197,2019
93202,Hinton,AB,Private Road,53.427301,-117.544067,1215,"RB,SU,P2,O",DMean,2,10,16,22,27,31,34,37,39,41,47,47,96.712328767,22,23,27,32,32,21,17,14,14,21,22,18,22.04,9.02564766,2019
94301,Cold Lake,AB,15 Ave,54.414014,-110.232939,556,"PE,SU,P2,R",DMean,5,15,20,25,32,35,39,41,45,47,49,49,99.452054795,28,28,38,37,36,27,21,18,18,21,22,21,26.17,8.989302817,2019
94401,St Lina,AB,,54.2165,-111.5026,679,"RB,SU,P1,F",DMean,10,21,25,30,36,39,44,49,53,56,63,63,97.808219178,32,34,45,41,42,31,26,23,23,25,26,27,31.39,9.374091022,2019
94500,Joussard,AB,,55.34625,-115.89975,670,"RB,NU,P1,F",DMean,8,16,22,27,33,37,42,45,50,51,63,63,91.780821918,30,32,44,,39,25,20,18,20,25,27,28,28.05,9.701997479,2019
94601,Anzac,AB,264 Stony Mountain Rd.,56.44928,-111.03722,0,"RB,NU,P1,R",DMean,10,17,22,27,32,35,40,44,48,50,53,53,99.452054795,27,30,41,37,36,28,23,20,20,22,24,21,27.44,8.84277884,2019
100103,Metro Van - New Westminster,BC,Sherbrooke And Columbian Streets,49.227045,-122.894487,45,"PE,LU,P5,R",DMean,0,2,8,13,17,19,22,24,27,31,33,33,96.98630137,7,12,15,20,19,19,15,15,11,8,5,5,12.6,7.418279814,2019
100110,Metro Van - Burnaby,BC,700 Hammarskjold Drive,49.279214,-122.970707,104,"T,LU,P4,R",DMean,1,5,13,18,22,24,27,29,33,37,42,42,99.726027397,12,18,24,26,23,22,17,18,13,13,8,12,17.24,8.104984471,2019
100111,Metro Van - Port Moody,BC,Moody & Esplanade St.,49.280893,-122.849291,6,"PE,LU,P5,W",DMean,0,3,9,13,17,19,24,27,30,32,35,35,100,7,13,17,23,21,20,13,13,10,8,5,6,13.03,7.658846687,2019
100112,Metro Van - Vancouver,BC,Robson/Hornby,49.282272,-123.12188,32,"T,LU,P6,R",DMean,0,2,6,9,13,15,19,21,22,24,27,27,98.630136986,6,10,12,17,17,15,11,10,8,7,4,5,10.12,5.90506582,2019
100119,Metro Van - Burnaby,BC,5455 Rumble Street,49.21519,-122.985666,122,"PE,LU,P6,R",DMean,0,4,13,18,21,23,28,30,32,34,38,38,98.082191781,12,17,22,27,22,21,18,19,15,13,8,10,16.97,8.103934913,2019
100121,Metro Van - North Vancouver,BC,75 Riverside Dr.,49.301472,-123.020417,4,"PS,LU,P5,I",DMean,1,4,10,13,17,19,23,26,30,33,40,40,99.726027397,10,17,19,22,16,16,12,12,11,11,7,10,13.61,7.09862268,2019
100125,Metro Van - Delta,BC,8544 116th St.,49.158348,-122.90173,113,"PE,LU,P5,R",DMean,1,4,14,18,22,24,28,31,35,36,42,42,97.260273973,11,19,22,26,22,23,20,20,16,13,8,11,17.49,8.407492486,2019
100126,Metro Van - Burnaby,BC,"Sfu, University Dr. W.",49.279809,-122.922267,360,"PE,LU,P4,C",DMean,6,16,21,26,30,33,35,37,40,41,43,43,95.616438356,24,30,34,33,30,26,21,25,21,22,18,24,25.42,7.494538797,2019
100127,Metro Van - Surrey,BC,72nd Ave. And 190 St.,49.132928,-122.694224,79,"T,LU,P4,R",DMean,1,6,15,21,25,28,32,35,39,41,44,44,99.726027397,13,24,27,31,28,26,21,23,17,15,9,11,20.31,9.369817869,2019
100128,Metro Van - Richmond,BC,10371 Aragon Rd,49.141437,-123.108215,4,"PE,LU,P4,R",DMean,0,4,12,17,22,24,28,31,33,37,38,38,100,10,15,18,28,25,23,18,18,15,12,7,8,16.51,8.754698947,2019
100132,Metro Van - North Vancouver,BC,16th St. & Jones Ave,49.323994,-123.083496,71,"PE,LU,P5,R",DMean,1,4,13,18,21,24,28,32,34,35,37,37,98.630136986,12,17,23,27,23,21,17,18,14,13,8,13,17.14,8.293436439,2019
100134,Metro Van - Richmond,BC,3153 Templeton Street,49.186265,-123.152422,1,"PE,LU,P5,C",DMean,1,4,12,17,21,24,28,30,33,36,38,38,99.726027397,10,16,18,27,24,23,18,18,15,13,7,9,16.4,8.473499884,2019
100135,Metro Van - Coquitlam,BC,1250 Pinetree Way,49.288265,-122.79157,38,"PE,LU,P5,R",DMean,1,4,12,17,21,23,27,29,32,33,40,40,99.726027397,11,16,21,25,23,23,18,19,13,10,7,9,16.32,8.287811188,2019
100140,Metro Van - Delta,BC,411 Milsom Wynd,49.009877,-123.081997,52,"PE,LU,P3,R",DMean,1,8,18,22,26,30,33,36,39,40,41,41,98.356164384,15,25,27,33,29,26,21,22,19,18,11,16,21.76,9.096330887,2019
100141,Metro Van - Vancouver,BC,"1290 East 11th Ave,",49.260267,-123.077776,30,"T,LU,P6,R",DMean,0,2,8,11,15,16,20,23,25,27,34,34,98.356164384,7,11,14,19,17,16,13,12,10,8,6,6,11.51,6.374942072,2019
100143,Agassiz,BC,7170 Cheam Avenue,49.238008,-121.762264,23,"PE,MU,P2,R",DMean,0,6,14,19,23,26,31,36,41,44,45,45,100,16,28,28,27,22,21,17,19,13,13,13,10,18.86,9.278727238,2019
100202,Prince George,BC,"Plaza 400, 1011 4th Avenue",53.91472,-122.74194,588,"PS,MU,P3,R",DMean,1,8,13,18,23,26,30,34,38,42,44,44,99.178082192,14,20,20,31,28,22,18,17,13,15,13,14,18.55,8.75721773,2019
100304,Victoria,BC,"Sj Willis School, 923 Topaz Ave.",48.441942,-123.363165,29,"T,LU,P6,R",DMean,3,9,15,19,23,26,32,34,36,38,41,41,99.726027397,16,25,26,31,24,21,16,17,15,16,13,15,19.52,8.222295783,2019
100308,Victoria,BC,3300 Wishart Road,48.42369,-123.49432,86,"PE,LU,P3,R",DMean,3,9,17,22,26,30,34,38,40,42,44,44,98.082191781,16,26,28,34,29,27,20,22,18,16,12,13,21.71,9.160772238,2019
100401,Kamloops,BC,317 Seymour St.,50.67477,-120.334016,381,"PE,MU,P3,R",DMean,1,7,15,20,24,27,30,34,39,40,45,45,99.178082192,13,19,22,29,27,28,21,24,17,16,7,12,19.62,9.031523283,2019
100701,Kelowna,BC,3333 College Way,49.862336,-119.477367,347,"PE,LU,P5,R",DMean,7,16,25,29,33,36,39,42,45,45,52,52,41.095890411,16,27,32,33,33,,,,,,,,,,2019
100703,Kelowna,BC,1450 Klo Road,49.862119,-119.467461,,"PE,LU,P5,R",DMean,2,7,11,13,17,20,22,24,25,25,26,26,29.863013699,,,,,,,,,16,17,11,13,,,2019
101003,Metro Van - Abbotsford,BC,32995 Bevan Ave.,49.04258,-122.30982,58,"PE,LU,P4,R",DMean,0,7,15,20,23,25,30,34,38,42,43,43,100,14,25,25,29,25,23,18,21,16,14,11,9,19.09,8.843924515,2019
101005,Metro Van - Abbotsford,BC,1073 Columbia Street,49.021554,-122.326523,65,"PE,LU,P3,A",DMean,1,8,16,21,24,27,32,36,39,42,42,42,99.452054795,17,27,28,30,25,23,18,20,16,15,13,12,20.1,8.854604069,2019
101101,Metro Van-Chilliwack,BC,46360 Airport Road,49.155848,-121.940279,12,"PE,MU,P3,R",DMean,1,6,14,19,23,25,31,35,38,40,43,43,99.726027397,14,26,25,27,24,23,18,19,14,14,12,10,18.82,8.895962382,2019
101202,Metro Van-Pitt Meadows,BC,18477 Dewdny Trunk,49.245233,-122.70889,5,"PE,LU,P3,A",DMean,1,4,13,17,21,23,27,30,35,39,45,45,99.452054795,14,19,21,26,21,21,16,17,13,12,8,14,16.83,8.471949595,2019
101301,Metro Van-Langley,BC,23752 52nd Avenue,49.09561,-122.567104,88,"PE,LU,P3,R",DMean,1,7,16,21,25,27,30,35,38,41,44,44,99.452054795,16,27,25,29,25,24,19,21,16,14,11,14,19.96,8.778969255,2019
101401,Metro Van-Hope,BC,62715 Airport Road,49.369887,-121.49912,40,"RB,SU,P2,F",DMean,0,5,14,20,24,27,31,34,39,42,43,43,99.726027397,12,27,26,26,25,23,19,22,15,12,11,8,18.82,9.575607281,2019
101501,Metro Van - Maple Ridge,BC,23124 118th Avenue,49.21494,-122.582057,50,"PE,LU,P4,R",DMean,1,4,14,20,24,26,30,34,38,40,45,45,99.726027397,13,21,25,28,25,24,20,22,15,14,9,11,18.83,9.246995669,2019
101603,Squamish,BC,38370 Buckley Avenue,49.70516,-123.15133,6,"PE,SU,P2,C",DMean,1,6,12,17,21,23,28,32,35,42,45,45,96.98630137,15,25,26,25,22,20,16,16,13,11,9,9,17.03,8.381891043,2019
101701,Quesnel,BC,585 Callanan Street,52.981686,-122.493227,490,"PS,SU,P2,R",DMean,1,5,11,13,17,21,24,29,32,33,35,35,99.452054795,8,17,14,21,24,20,15,15,11,11,6,12,14.36,7.452151529,2019
101904,Cranbrook,BC,"3rd St South, 20 Ave South",49.302582,-115.451314,941,"RB,NU,P2,F",DMean,5,14,20,26,31,34,36,39,41,44,45,45,91.780821918,21,26,35,33,32,30,,28,22,21,15,17,25.46,8.591345599,2019
102001,Saturna,BC,Saturna,48.78333,-123.13333,178,"RB,NU,P1,F",DMean,5,16,22,26,31,34,36,40,42,43,44,44,98.630136986,22,31,36,36,33,27,23,26,22,23,17,20,26.35,8.160550243,2019
102102,Nanaimo,BC,2080a Labieux Road,49.20083,-123.99389,121,"T,MU,P3,P",DMean,3,11,18,23,27,30,33,36,38,39,42,42,98.904109589,16,26,30,33,30,26,20,21,17,20,14,15,22.34,8.399192529,2019
102402,Smithers,BC,,54.7785,-127.168542,,"PE,SU,P2,R",DMean,1,5,9,12,16,19,24,29,32,34,35,35,92.328767123,,13,15,26,23,16,12,13,9,8,7,9,13.4,7.583394973,2019
102503,Terrace,BC,3411 Munroe Street,54.52167,-128.6075,81,"PE,SU,P3,R",DMean,1,6,13,18,22,25,29,32,34,37,37,37,88.219178082,17,27,,26,25,20,18,17,13,12,16,9,17.75,8.258574442,2019
102701,Williams Lake,BC,1045 Western Avenue,52.14428,-122.150391,631,"PE,SU,P3,R",DMean,1,8,14,19,24,28,32,35,39,43,45,45,94.246575342,14,19,27,31,29,24,17,19,13,17,11,14,19.53,9.167114163,2019
103502,Castlegar,BC,801 9th Avenue,49.317698,-117.661527,407,"PS,SU,P2,R",DMean,3,10,15,19,25,27,31,34,36,38,42,42,98.356164384,15,28,27,26,25,24,20,23,15,14,12,12,19.96,8.219900169,2019
103602,Mission,BC,32964 9th Avenue,49.14149,-122.311078,74,"PE,LU,P3,R",DMean,1,9,17,21,25,27,32,36,40,42,43,43,99.726027397,19,27,29,29,25,24,19,22,16,15,13,13,20.73,8.670854147,2019
103904,Kitimat,BC,1332 Lahakas Blvd North,54.066909,-128.639131,94,"PE,SU,P2,R",DMean,1,7,11,15,19,20,23,25,30,32,32,32,49.863013699,,,,,,,17,17,11,13,17,13,,,2019
104003,Vernon,BC,2704 Highway 6,50.260617,-119.270723,476,"T,MU,P3,R",DMean,1,6,13,20,25,27,31,34,40,41,47,47,98.904109589,11,20,26,27,29,29,21,23,16,14,7,9,19.16,9.442473584,2019
104301,Taylor,BC,Mcmahon Complex,56.150186,-120.686985,474,"PS,NU,P2,O",DMean,1,9,16,21,26,29,33,35,40,45,54,54,98.356164384,22,23,26,34,28,21,19,16,16,16,19,15,21.1,8.831811859,2019
104804,Duncan,BC,1050 College Street,48.786114,-123.717307,34,"PE,SU,P3,R",DMean,1,5,11,19,23,26,29,31,36,38,39,39,99.726027397,10,18,23,29,27,26,20,21,14,11,7,7,17.63,9.135598829,2019
105001,Whistler,BC,Meadow Park,50.144285,-122.960402,638,"PE,SU,P2,P",DMean,1,10,17,21,26,28,32,35,38,42,46,46,96.164383562,16,31,28,27,28,25,19,21,17,17,15,13,21.38,8.317430216,2019
105504,Fort Saint John,BC,10511 99 Avenue,56.24473,-120.8561,679,"PE,SU,P3,R",DMean,4,13,18,22,28,32,37,40,42,43,52,52,89.315068493,23,23,28,36,34,,20,17,17,18,21,,23.51,8.92027565,2019
107100,Courtenay,BC,1540 Mcphee Avenue,49.682603,-124.996222,27,"PE,MU,P3,R",DMean,2,7,15,20,24,27,31,33,36,38,40,40,98.630136986,14,23,24,30,28,24,19,19,16,15,10,12,19.53,8.443610877,2019
119004,Whitehorse,YU,412 Steele Street,60.71972,-135.05875,640,"PE,SU,P3,R",DMean,5,18,23,27,32,35,40,43,47,48,49,49,86.575342466,23,21,36,37,36,26,26,22,24,,,29,,,2019
129003,Yellowknife,NT,"52nd Ave & 49t Street, Sir John Franklin High School",62.45207,-114.364,193,"PE,SU,P3,R",DMean,9,18,23,26,30,32,34,36,39,39,41,41,99.178082192,29,26,33,31,34,25,23,21,19,23,28,23,26.19,6.393178039,2019
129102,Norman Wells,NT,#7 Forestry Road N. Wells,65.27926,-126.813057,60,"RB,NU,P1,R",DMean,7,16,22,27,31,32,34,38,41,42,44,44,80,26,28,33,31,30,25,22,,,18,26,23,,,2019
129203,Inuvik,NT,"Bompas Road (Block21, Lot 4084)",68.35702,-133.714057,30,"PE,SU,P2,R",DMean,2,17,23,27,31,33,36,37,40,41,44,44,76.98630137,28,32,32,27,30,27,21,20,,,,26,,,2019
129303,Iqaluit,NU,Water Lab (1307 Federal Road),63.751619,-68.522433,35,"PE,SU,P2,C",DMean,5,14,17,20,22,25,28,31,32,32,34,34,30.136986301,21,,,,,,,21,19,,,,,,2019
129401,Alert,NT,Alert,82.45083,-62.5056,187,"RB,NU,P1,O",DMean,1,17,27,33,38,40,42,43,44,44,46,46,99.178082192,39,40,32,16,22,30,26,24,32,35,38,40,31.11,9.702649647,2019
129501,Snare Rapids,NT,Snare Rapids,63.50825,-116.00867,240,"RB,NU,P1,F",DMean,8,18,24,29,33,35,37,40,42,44,46,46,98.904109589,33,31,38,33,34,26,23,20,19,25,31,28,28.46,7.266267049,2019
129601,Fort Smith,NT,95 Conibear Crescent,60.00455,-111.893241,358,"PE,SU,P2,R",DMean,6,12,18,23,28,31,33,34,38,39,45,45,99.452054795,27,25,33,28,31,25,22,15,14,17,22,17,22.97,7.840753718,2019
129602,,NT,Wood Buffalo National Park,60.1465,-113.63769,274,"RB,NU,P1,F",DMean,8,17,24,29,33,35,38,41,45,46,48,48,94.246575342,32,33,40,33,35,27,23,,17,22,29,26,28.46,8.08687623,2019
10102,St. John's,NL,354 Water Street,47.56038,-52.71147,7,"PE,LU,P4,R",DMean,6,17,23,29,35,38,41,43,45,46,49,49,79.178082192,37,38,41,,,,21,20,21,22,28,31,,,2017
10401,Mount Pearl,NL,Old Placentia Road,47.50513,-52.79476,135,"PE,LU,P3,R",DMean,9,20,25,29,33,36,39,41,42,44,47,47,99.726027397,27,38,37,37,32,27,23,23,23,24,29,32,29.09,7.186004754,2017
10501,Grand Falls-Windsor,NL,Scott Avenue,48.92696,-55.65966,62,"PE,SU,P3,I",DMean,11,18,24,29,36,38,41,43,44,45,46,46,100,36,39,39,38,31,25,23,21,20,22,28,32,29.43,8.588982509,2017
10601,Happy Valley-Goose Bay,NL,Abbot Street,53.306,-60.36314,39,"PE,SU,P2,I",DMean,10,18,24,31,36,39,42,43,44,45,46,46,98.082191781,34,37,39,40,34,24,20,19,20,27,31,34,29.91,8.802187182,2017
10602,Corner Brook,NL,Macpherson Ave,48.95224,-57.92207,100,"PE,SU,P3,R",DMean,11,19,24,29,35,37,40,41,43,44,45,45,98.630136986,34,37,37,38,30,25,23,21,21,24,27,31,29.03,7.994484069,2017
10801,Port Aux Choix,NL,Port Au Choix (Town Hall),50.7123,-57.36421,13,"RB,NU,P2,F",DMean,13,17,23,28,35,38,41,42,44,44,46,46,94.246575342,36,39,38,39,32,24,20,19,21,25,29,21,28.53,8.644597477,2017
10901,Burin,NL,18 Hwy 220 (Main St.),47.09899,-55.19852,1,"RB,NU,P2,R",DMean,8,17,24,29,34,36,38,40,41,42,43,43,98.904109589,35,37,36,35,32,24,19,21,21,24,28,32,28.52,7.793258002,2017
